"","placement","frequency_mhz","Input Power (W)","SAR_wholebody (mW/kg)","SAR_head (mW/kg)","SAR_brain (mW/kg)","SAR_trunk (mW/kg)","psSAR10g_eyes (mW/kg)","psSAR10g_skin (mW/kg)","psSAR10g_brain (mW/kg)","yaml_name_whole_body","yaml_name_whole_brain"
"29","front_of_eyes_down_horizontal",3500,1,0.682736666847691,3.08804946254388,0.542649793086592,1.65584196148528,76.0803591798652,177.080065689304,64.7062732076103,"Duke_fronteyes_3500_front_of_eyes_down_horizontal: 0.682736666847691","Duke_fronteyes_3500_front_of_eyes_down_horizontal: 0.542649793086592"
"30","front_of_eyes_down_horizontal",5000,1,0.721572606275298,2.59962642650694,0.107458196153863,1.34299901627749,37.6933292499775,106.445523391424,28.6836630603028,"Duke_fronteyes_5000_front_of_eyes_down_horizontal: 0.721572606275298","Duke_fronteyes_5000_front_of_eyes_down_horizontal: 0.107458196153863"
"31","front_of_eyes_down_vertical",700,1,2.64782663855648,0.895359076235744,0.162419806143158,0.360043822102009,2.65808603948694,15.4481062383046,2.03464097955547,"Duke_fronteyes_700_front_of_eyes_down_vertical: 2.64782663855648","Duke_fronteyes_700_front_of_eyes_down_vertical: 0.162419806143158"
"32","front_of_eyes_down_vertical",800,1,2.4381191163555,0.655871748707956,0.126429610170751,0.323082483505537,1.87102704809432,11.3644889166734,1.38783459031592,"Duke_fronteyes_800_front_of_eyes_down_vertical: 2.4381191163555","Duke_fronteyes_800_front_of_eyes_down_vertical: 0.126429610170751"
"33","front_of_eyes_down_vertical",900,1,2.27174225446325,1.06677457007698,0.323334741219116,0.532731071792686,3.71148313537329,21.7174131025358,3.6917883753939,"Duke_fronteyes_900_front_of_eyes_down_vertical: 2.27174225446325","Duke_fronteyes_900_front_of_eyes_down_vertical: 0.323334741219116"
"34","front_of_eyes_down_vertical",1450,1,1.48499493112403,5.25289552857023,2.09604143046972,2.41614309083503,21.6154785791658,121.412869050818,25.1023239403401,"Duke_fronteyes_1450_front_of_eyes_down_vertical: 1.48499493112403","Duke_fronteyes_1450_front_of_eyes_down_vertical: 2.09604143046972"
"35","front_of_eyes_down_vertical",1800,1,1.4846341238471,5.11496661593524,1.52379912750712,2.4033844768688,22.2645762207583,101.135012611497,23.2087918365474,"Duke_fronteyes_1800_front_of_eyes_down_vertical: 1.4846341238471","Duke_fronteyes_1800_front_of_eyes_down_vertical: 1.52379912750712"
"36","front_of_eyes_down_vertical",2100,1,1.48432486046688,4.99674183367668,1.03330572496776,2.3924485220406,22.8209456278376,83.7539928063659,21.5857643190109,"Duke_fronteyes_2100_front_of_eyes_down_vertical: 1.48432486046688","Duke_fronteyes_2100_front_of_eyes_down_vertical: 1.03330572496776"
"37","front_of_eyes_down_vertical",2400,1,1.47088135545233,5.51720725585332,1.05919157057584,2.24494227599029,31.4542775205497,122.85023648144,33.362580305915,"Duke_fronteyes_2400_front_of_eyes_down_vertical: 1.47088135545233","Duke_fronteyes_2400_front_of_eyes_down_vertical: 1.05919157057584"
"38","front_of_eyes_down_vertical",2600,1,1.42008755630049,5.39687281733412,0.972633910269016,2.13364077205262,35.2503667121688,134.295328638247,37.5601843034763,"Duke_fronteyes_2600_front_of_eyes_down_vertical: 1.42008755630049","Duke_fronteyes_2600_front_of_eyes_down_vertical: 0.972633910269016"
"39","front_of_eyes_down_vertical",3500,1,1.13078891896311,4.05614073259072,0.347959141566533,1.6343488085111,48.1509603559971,155.180828137831,48.9074779166417,"Duke_fronteyes_3500_front_of_eyes_down_vertical: 1.13078891896311","Duke_fronteyes_3500_front_of_eyes_down_vertical: 0.347959141566533"
"40","front_of_eyes_down_vertical",5000,1,0.730486454261035,2.77915909482322,0.0859236987188113,1.16587470544605,34.7062217673239,82.2487318420907,26.8499885904031,"Duke_fronteyes_5000_front_of_eyes_down_vertical: 0.730486454261035","Duke_fronteyes_5000_front_of_eyes_down_vertical: 0.0859236987188113"
"41","front_of_eyes_left_horizontal",700,1,2.62364035953655,1.25225412475527,0.584661769031794,0.1982423826391,6.19189927793956,6.19189927793956,4.75006429557008,"Duke_fronteyes_700_front_of_eyes_left_horizontal: 2.62364035953655","Duke_fronteyes_700_front_of_eyes_left_horizontal: 0.584661769031794"
"42","front_of_eyes_left_horizontal",800,1,2.41076975080189,1.06052986397644,0.454423093968746,0.161476550515832,5.6899226001706,6.53752455997104,4.6032741771809,"Duke_fronteyes_800_front_of_eyes_left_horizontal: 2.41076975080189","Duke_fronteyes_800_front_of_eyes_left_horizontal: 0.454423093968746"
